FILE_VERSION	2.0.0
NO_OF_FRAMES	505
NO_OF_CAMERAS	8
NO_OF_MARKERS	39
FREQUENCY	300
DESCRIPTION	--
TIME_STAMP	2026-05-13, 16:19:30.039	10554.92890750
DATA_INCLUDED	3D
MARKER_NAMES	Q_HeadL	Q_HeadR	Q_HeadFront	Q_Chest	Q_SpineThoracic2	Q_SpineThoracic12	Q_LShoulderTop	Q_LArm	Q_LElbowOut	Q_LElbowIn	Q_LWristIn	Q_LWristOut	Q_LHand2	Q_RShoulderTop	Q_RArm	Q_RElbowOut	Q_RElbowIn	Q_RWristIn	Q_RWristOut	Q_RHand2	Q_WaistLFront	Q_WaistL	Q_WaistBack	Q_WaistR	Q_WaistRFront	Q_LThighFrontLow	Q_LKneeOut	Q_LShinFrontHigh	Q_LAnkleOut	Q_LHeelBack	Q_LForefoot2	Q_LForefoot5	Q_RThighFrontLow	Q_RKneeOut	Q_RShinFrontHigh	Q_RAnkleOut	Q_RHeelBack	Q_RForefoot2	Q_RForefoot5
TRAJECTORY_TYPES	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Measured	Mixed	Mixed
Frame	Time	Q_HeadL X	Q_HeadL Y	Q_HeadL Z	Q_HeadR X	Q_HeadR Y	Q_HeadR Z	Q_HeadFront X	Q_HeadFront Y	Q_HeadFront Z	Q_Chest X	Q_Chest Y	Q_Chest Z	Q_SpineThoracic2 X	Q_SpineThoracic2 Y	Q_SpineThoracic2 Z	Q_SpineThoracic12 X	Q_SpineThoracic12 Y	Q_SpineThoracic12 Z	Q_LShoulderTop X	Q_LShoulderTop Y	Q_LShoulderTop Z	Q_LArm X	Q_LArm Y	Q_LArm Z	Q_LElbowOut X	Q_LElbowOut Y	Q_LElbowOut Z	Q_LElbowIn X	Q_LElbowIn Y	Q_LElbowIn Z	Q_LWristIn X	Q_LWristIn Y	Q_LWristIn Z	Q_LWristOut X	Q_LWristOut Y	Q_LWristOut Z	Q_LHand2 X	Q_LHand2 Y	Q_LHand2 Z	Q_RShoulderTop X	Q_RShoulderTop Y	Q_RShoulderTop Z	Q_RArm X	Q_RArm Y	Q_RArm Z	Q_RElbowOut X	Q_RElbowOut Y	Q_RElbowOut Z	Q_RElbowIn X	Q_RElbowIn Y	Q_RElbowIn Z	Q_RWristIn X	Q_RWristIn Y	Q_RWristIn Z	Q_RWristOut X	Q_RWristOut Y	Q_RWristOut Z	Q_RHand2 X	Q_RHand2 Y	Q_RHand2 Z	Q_WaistLFront X	Q_WaistLFront Y	Q_WaistLFront Z	Q_WaistL X	Q_WaistL Y	Q_WaistL Z	Q_WaistBack X	Q_WaistBack Y	Q_WaistBack Z	Q_WaistR X	Q_WaistR Y	Q_WaistR Z	Q_WaistRFront X	Q_WaistRFront Y	Q_WaistRFront Z	Q_LThighFrontLow X	Q_LThighFrontLow Y	Q_LThighFrontLow Z	Q_LKneeOut X	Q_LKneeOut Y	Q_LKneeOut Z	Q_LShinFrontHigh X	Q_LShinFrontHigh Y	Q_LShinFrontHigh Z	Q_LAnkleOut X	Q_LAnkleOut Y	Q_LAnkleOut Z	Q_LHeelBack X	Q_LHeelBack Y	Q_LHeelBack Z	Q_LForefoot2 X	Q_LForefoot2 Y	Q_LForefoot2 Z	Q_LForefoot5 X	Q_LForefoot5 Y	Q_LForefoot5 Z	Q_RThighFrontLow X	Q_RThighFrontLow Y	Q_RThighFrontLow Z	Q_RKneeOut X	Q_RKneeOut Y	Q_RKneeOut Z	Q_RShinFrontHigh X	Q_RShinFrontHigh Y	Q_RShinFrontHigh Z	Q_RAnkleOut X	Q_RAnkleOut Y	Q_RAnkleOut Z	Q_RHeelBack X	Q_RHeelBack Y	Q_RHeelBack Z	Q_RForefoot2 X	Q_RForefoot2 Y	Q_RForefoot2 Z	Q_RForefoot5 X	Q_RForefoot5 Y	Q_RForefoot5 Z	
1017	3.38667	82.091	237.459	1690.141	75.636	69.440	1701.987	200.782	143.752	1688.051	72.453	107.338	1371.657	-15.205	91.989	1581.401	-149.864	-64.804	1298.042	-62.833	273.710	1450.199	-255.373	168.883	1350.622	-264.723	217.904	1233.568	-236.890	126.470	1215.239	-83.719	192.071	1050.764	-142.983	213.398	1007.620	-23.696	255.199	977.742	119.350	-10.389	1539.337	185.113	-224.240	1418.400	298.266	-204.731	1404.934	261.493	-202.982	1302.214	522.429	-119.231	1300.022	536.057	-188.979	1272.489	609.927	-100.482	1283.253	-12.582	41.278	1048.101	-66.317	81.152	1060.436	-192.342	-74.428	1152.810	-43.506	-231.987	1138.807	2.504	-188.450	1097.805	-10.438	19.186	634.080	-32.537	55.982	551.048	-51.626	33.157	428.421	-142.260	71.679	122.275	-205.988	30.940	86.118	-3.196	-1.308	32.964	-20.105	47.818	32.532	-77.622	-303.901	662.916	-127.141	-335.194	588.245	-174.116	-325.210	469.766	-329.077	-338.870	195.085	-356.327	-267.983	160.576	-232.523	-396.511	65.184	-278.645	-405.076	76.432
1018	3.39000	81.526	236.312	1691.014	74.871	68.272	1702.647	200.142	142.475	1688.956	72.461	106.511	1372.430	-15.853	91.208	1581.814	-150.275	-64.761	1297.897	-62.507	273.242	1450.831	-255.222	169.551	1350.199	-263.517	218.717	1233.301	-236.216	127.031	1214.937	-81.438	192.230	1051.315	-140.927	213.911	1007.966	-20.748	255.236	979.116	118.401	-11.770	1539.916	182.762	-225.655	1418.083	295.949	-206.812	1405.006	259.559	-204.349	1302.329	519.764	-119.701	1301.433	533.776	-189.335	1273.557	607.223	-100.455	1285.070	-12.303	41.355	1048.307	-66.019	81.303	1060.531	-192.443	-74.172	1152.678	-43.917	-231.924	1138.730	2.272	-188.427	1097.817	-10.482	19.260	633.941	-32.626	56.045	550.915	-51.761	33.243	428.336	-142.302	71.689	122.108	-206.068	30.951	85.971	-3.251	-1.314	32.979	-20.161	47.824	32.581	-77.662	-303.750	663.033	-126.919	-335.210	588.296	-173.319	-325.483	469.819	-326.722	-340.593	194.742	-353.401	-268.388	159.488	-230.348	-398.520	64.600	-276.696	-406.394	75.907
1019	3.39333	80.986	235.134	1691.836	74.121	66.987	1703.249	199.477	141.185	1689.785	72.528	105.721	1373.237	-16.485	90.369	1582.196	-150.733	-64.723	1297.708	-62.142	272.801	1451.476	-254.991	170.194	1349.833	-262.350	219.505	1232.967	-235.501	127.530	1214.720	-79.180	192.289	1051.941	-138.350	214.347	1008.350	-17.955	255.098	980.462	117.400	-13.249	1540.478	180.462	-227.193	1417.871	293.641	-208.795	1405.078	257.048	-206.192	1302.125	517.064	-120.278	1302.801	531.523	-189.572	1274.562	604.497	-100.563	1286.858	-12.020	41.416	1048.498	-65.710	81.416	1060.639	-192.381	-74.033	1152.372	-44.318	-231.813	1138.656	2.045	-188.384	1097.837	-10.509	19.304	633.770	-32.714	56.098	550.742	-51.829	33.350	428.205	-142.381	71.713	121.973	-206.106	30.958	85.802	-3.256	-1.318	32.970	-20.181	47.806	32.553	-77.617	-303.518	663.086	-126.586	-335.335	588.413	-172.483	-325.856	469.891	-324.510	-341.316	194.013	-350.344	-268.740	158.787	-228.196	-400.465	63.914	-274.831	-407.617	75.198
1020	3.39667	80.403	233.972	1692.643	73.489	65.908	1703.826	198.845	139.922	1690.651	72.521	104.880	1373.986	-17.098	89.576	1582.590	-151.168	-64.603	1297.475	-61.794	272.358	1452.177	-254.745	170.858	1349.493	-261.279	220.204	1232.642	-234.673	128.304	1214.324	-77.344	192.248	1052.925	-135.412	214.587	1008.163	-15.125	255.103	981.881	116.458	-14.662	1541.021	178.131	-228.638	1417.557	291.264	-210.878	1405.055	255.213	-207.378	1302.323	514.347	-120.823	1304.174	529.282	-189.933	1275.613	601.783	-100.618	1288.662	-11.733	41.478	1048.700	-65.406	81.575	1060.750	-192.437	-73.703	1152.130	-44.627	-231.715	1138.549	1.852	-188.382	1097.865	-10.469	19.336	633.586	-32.771	56.187	550.630	-51.853	33.419	428.083	-142.448	71.734	121.822	-206.179	30.994	85.578	-3.246	-1.356	32.934	-20.164	47.772	32.534	-77.493	-303.271	663.107	-126.220	-335.230	588.404	-171.626	-326.160	469.844	-323.174	-340.479	193.412	-347.467	-269.290	157.919	-226.093	-402.390	63.160	-273.094	-408.572	74.388
1021	3.40000	79.828	232.761	1693.459	72.789	64.732	1704.538	198.226	138.646	1691.531	72.546	104.068	1374.791	-17.703	88.708	1582.973	-151.602	-64.504	1297.319	-61.486	271.863	1452.792	-254.469	171.524	1349.200	-260.241	220.862	1232.305	-233.780	129.216	1214.095	-75.557	192.302	1053.840	-132.444	214.918	1008.235	-12.189	255.130	983.282	115.565	-16.086	1541.591	175.830	-230.080	1417.298	288.958	-212.964	1405.091	252.520	-209.329	1302.064	513.023	-117.955	1308.936	527.022	-190.280	1276.699	599.138	-101.154	1290.127	-11.460	41.542	1048.929	-65.085	81.755	1060.889	-192.416	-73.433	1151.867	-44.972	-231.605	1138.444	1.678	-188.353	1097.937	-10.435	19.368	633.406	-32.838	56.242	550.506	-51.903	33.517	427.965	-142.487	71.755	121.706	-206.183	31.043	85.446	-3.233	-1.383	32.959	-20.151	47.745	32.550	-77.343	-303.171	663.240	-125.808	-335.175	588.514	-170.793	-326.528	469.869	-321.021	-340.970	192.398	-344.695	-269.599	157.543	-224.064	-404.142	62.428	-271.352	-409.485	73.654
1022	3.40333	79.252	231.555	1694.274	72.051	63.454	1705.263	197.548	137.345	1692.387	72.553	103.212	1375.546	-18.350	87.880	1583.429	-152.032	-64.347	1297.134	-61.191	271.359	1453.468	-254.244	172.135	1348.939	-259.106	221.640	1232.090	-232.934	130.058	1213.777	-73.658	192.393	1054.784	-130.145	215.537	1008.983	-9.370	255.025	984.788	114.561	-17.570	1542.159	173.499	-231.593	1417.168	286.553	-214.995	1405.119	251.017	-210.097	1302.461	510.188	-118.523	1310.249	524.683	-190.589	1277.800	596.404	-101.416	1292.026	-11.147	41.608	1049.123	-64.792	81.885	1060.995	-192.438	-73.184	1151.613	-45.387	-231.581	1138.357	1.459	-188.370	1097.980	-10.458	19.392	633.203	-32.855	56.317	550.390	-52.016	33.562	427.822	-142.546	71.791	121.600	-206.271	31.070	85.308	-3.255	-1.416	32.957	-20.161	47.719	32.562	-77.251	-303.126	663.368	-125.412	-335.247	588.719	-169.981	-326.869	469.807	-319.126	-341.414	192.250	-342.259	-269.817	157.352	-222.214	-405.860	61.662	-269.731	-410.295	72.981
1023	3.40667	78.620	230.379	1695.075	71.284	62.377	1705.919	196.847	136.026	1693.265	72.531	102.440	1376.335	-19.005	87.003	1583.837	-152.502	-64.257	1297.013	-60.898	270.851	1454.102	-254.052	172.759	1348.670	-257.985	222.438	1231.891	-232.235	130.800	1213.487	-71.738	192.516	1055.686	-127.782	215.910	1009.368	-6.732	254.870	986.333	113.560	-19.072	1542.730	171.016	-233.061	1416.851	284.134	-217.112	1405.113	248.632	-211.713	1302.318	507.335	-119.387	1311.663	522.215	-191.077	1278.882	593.523	-101.593	1293.824	-10.822	41.675	1049.285	-64.466	82.023	1061.053	-192.499	-73.075	1151.095	-45.813	-231.469	1138.297	1.188	-188.380	1097.990	-10.523	19.381	633.028	-32.916	56.362	550.229	-52.136	33.579	427.694	-142.600	71.747	121.413	-206.345	31.113	85.197	-3.297	-1.431	32.994	-20.223	47.708	32.610	-77.161	-303.104	663.491	-125.092	-335.309	588.880	-169.159	-327.170	469.811	-317.050	-341.911	191.697	-339.719	-270.308	156.940	-220.600	-407.470	60.726	-268.371	-410.914	72.160
1024	3.41000	78.038	229.169	1695.887	70.450	61.144	1706.524	196.146	134.758	1694.109	72.501	101.583	1377.074	-19.687	86.155	1584.265	-152.977	-64.192	1296.710	-60.627	270.391	1454.799	-253.876	173.343	1348.363	-256.929	223.147	1231.650	-231.531	131.496	1213.126	-69.850	192.638	1056.551	-125.298	216.291	1009.911	-3.930	254.938	987.862	112.537	-20.551	1543.258	168.617	-234.646	1416.638	281.663	-219.127	1405.119	246.403	-213.233	1302.302	504.390	-120.051	1313.093	519.716	-191.448	1279.934	590.611	-101.768	1295.663	-10.544	41.734	1049.459	-64.156	82.189	1061.147	-192.554	-72.793	1150.841	-46.288	-231.428	1138.211	0.886	-188.368	1097.984	-10.546	19.417	632.845	-32.946	56.412	550.062	-52.249	33.663	427.546	-142.670	71.790	121.299	-206.434	31.093	85.040	-3.370	-1.429	32.992	-20.290	47.676	32.596	-77.042	-303.130	663.595	-124.756	-335.392	588.940	-168.362	-327.505	469.704	-315.135	-342.590	191.061	-337.371	-270.762	156.706	-219.144	-409.027	59.652	-267.033	-411.521	71.218
1025	3.41333	77.369	227.968	1696.634	69.671	59.852	1707.121	195.418	133.419	1694.969	72.460	100.783	1377.843	-20.367	85.224	1584.595	-153.480	-64.089	1296.410	-60.348	269.923	1455.497	-253.678	173.921	1348.047	-255.876	223.908	1231.441	-230.840	132.123	1212.814	-67.959	192.798	1057.520	-123.412	217.002	1010.857	-1.189	254.767	989.460	111.552	-22.026	1543.847	166.145	-236.019	1416.307	279.160	-221.231	1405.035	244.131	-214.692	1302.243	501.530	-120.648	1314.455	517.244	-191.908	1280.971	587.683	-101.988	1297.468	-10.277	41.796	1049.643	-63.867	82.319	1061.207	-192.691	-72.455	1150.538	-46.719	-231.292	1138.058	0.647	-188.386	1097.983	-10.541	19.412	632.620	-32.974	56.426	549.840	-52.315	33.708	427.372	-142.739	71.759	121.143	-206.534	31.071	84.766	-3.367	-1.465	32.987	-20.289	47.637	32.614	-76.810	-303.084	663.589	-124.317	-335.399	588.889	-167.473	-327.812	469.596	-313.340	-343.161	190.284	-335.209	-271.223	156.501	-217.815	-410.429	58.409	-265.855	-411.909	70.086
1026	3.41667	76.718	226.744	1697.394	68.937	58.684	1707.731	194.744	132.178	1695.807	72.433	100.022	1378.630	-21.037	84.379	1585.001	-153.916	-63.958	1296.131	-60.112	269.408	1456.114	-253.483	174.510	1347.691	-254.811	224.649	1231.309	-230.087	132.865	1212.506	-66.075	192.898	1058.446	-121.070	217.497	1011.432	1.443	254.610	991.070	110.578	-23.511	1544.375	163.726	-237.564	1415.914	276.694	-223.252	1405.033	241.889	-216.107	1302.245	498.615	-121.394	1315.849	514.785	-192.224	1281.924	584.780	-102.222	1299.283	-10.000	41.855	1049.809	-63.567	82.473	1061.293	-192.804	-72.135	1150.184	-47.078	-231.187	1137.893	0.437	-188.348	1097.984	-10.489	19.412	632.409	-32.974	56.464	549.690	-52.319	33.744	427.218	-142.822	71.773	120.967	-206.609	31.057	84.495	-3.356	-1.502	32.968	-20.312	47.637	32.570	-76.422	-303.147	663.638	-123.816	-335.430	588.863	-166.536	-328.135	469.449	-311.236	-343.677	189.918	-333.061	-271.667	156.348	-216.695	-411.747	57.020	-264.667	-412.255	68.952
1027	3.42000	76.055	225.542	1698.170	68.172	57.531	1708.359	194.057	130.853	1696.680	72.325	99.093	1379.321	-21.703	83.493	1585.298	-154.377	-63.803	1295.911	-59.884	268.887	1456.748	-253.238	175.080	1347.427	-253.861	225.305	1231.088	-229.295	133.603	1212.388	-64.268	193.018	1059.492	-118.715	217.843	1011.899	4.110	254.571	992.722	109.625	-24.993	1544.975	161.337	-238.964	1415.679	274.164	-225.297	1404.924	239.655	-217.483	1302.241	495.696	-122.180	1317.271	512.303	-192.641	1283.058	581.813	-102.485	1301.105	-9.694	41.903	1049.974	-63.240	82.598	1061.351	-192.870	-71.825	1149.798	-47.461	-231.133	1137.803	0.232	-188.333	1098.011	-10.438	19.387	632.206	-32.970	56.485	549.541	-52.338	33.762	427.074	-142.873	71.802	120.892	-206.652	31.057	84.328	-3.341	-1.528	32.968	-20.252	47.621	32.577	-76.059	-303.221	663.656	-123.244	-335.409	588.827	-165.594	-328.422	469.333	-309.837	-344.090	189.492	-331.234	-271.972	156.334	-215.562	-412.809	55.822	-263.533	-412.399	67.815
1028	3.42333	75.409	224.325	1698.905	67.380	56.194	1709.041	193.302	129.559	1697.461	72.241	98.303	1380.079	-22.394	82.622	1585.779	-154.838	-63.692	1295.674	-59.683	268.351	1457.412	-253.026	175.615	1347.191	-252.885	226.002	1230.923	-228.531	134.360	1212.294	-62.438	193.107	1060.523	-116.727	218.512	1012.899	6.825	254.470	994.382	108.592	-26.483	1545.520	158.851	-240.431	1415.355	271.655	-227.306	1404.950	237.373	-218.868	1302.161	492.701	-122.991	1318.705	509.720	-193.099	1284.105	578.845	-102.764	1302.950	-9.408	41.933	1050.127	-62.919	82.734	1061.397	-192.896	-71.593	1149.379	-47.870	-231.081	1137.722	-0.027	-188.336	1098.013	-10.400	19.341	632.028	-32.950	56.520	549.402	-52.400	33.799	426.922	-142.905	71.799	120.701	-206.714	31.138	84.216	-3.325	-1.546	33.019	-20.275	47.613	32.600	-75.637	-303.490	663.775	-122.704	-335.513	588.871	-164.596	-328.650	469.224	-308.041	-344.589	188.996	-329.325	-272.317	156.593	-214.648	-413.632	54.591	-262.591	-412.342	66.605
1029	3.42667	74.685	223.093	1699.653	66.606	55.186	1709.660	192.570	128.276	1698.333	72.178	97.529	1380.857	-23.120	81.733	1586.091	-155.325	-63.602	1295.404	-59.432	267.870	1458.081	-252.859	176.132	1346.986	-251.884	226.751	1230.846	-227.836	135.002	1212.137	-60.667	193.217	1061.562	-114.351	218.837	1013.567	9.411	254.278	996.157	107.569	-27.972	1546.145	156.358	-241.890	1415.150	269.017	-229.284	1404.844	235.110	-220.171	1302.156	489.523	-123.752	1320.024	507.062	-193.535	1285.250	575.759	-103.038	1304.808	-9.116	41.971	1050.232	-62.611	82.896	1061.469	-192.934	-71.373	1149.065	-48.394	-231.013	1137.589	-0.335	-188.372	1097.999	-10.399	19.337	631.834	-32.940	56.518	549.224	-52.481	33.832	426.787	-142.951	71.831	120.571	-206.816	31.161	84.051	-3.402	-1.556	33.037	-20.288	47.572	32.637	-75.272	-303.691	663.800	-122.169	-335.635	588.924	-163.720	-328.848	469.066	-306.650	-345.012	188.860	-327.777	-272.662	156.732	-213.872	-414.192	53.372	-261.688	-412.543	65.718
1030	3.43000	74.012	221.839	1700.367	65.751	53.837	1710.279	191.783	126.982	1699.154	72.208	97.020	1381.671	-23.886	80.841	1586.438	-155.857	-63.486	1295.021	-59.214	267.351	1458.736	-252.699	176.607	1346.695	-251.003	227.383	1230.629	-227.292	135.494	1211.925	-58.908	193.313	1062.567	-111.896	219.216	1014.140	11.851	254.118	997.840	106.475	-29.432	1546.742	153.811	-243.381	1414.765	266.409	-231.328	1404.768	232.909	-221.214	1302.146	486.194	-124.602	1321.608	504.340	-193.978	1286.195	572.658	-103.335	1306.665	-8.860	41.993	1050.349	-62.300	83.066	1061.510	-192.978	-71.132	1148.683	-48.870	-230.909	1137.418	-0.663	-188.360	1097.952	-10.424	19.325	631.665	-32.934	56.515	549.026	-52.570	33.853	426.635	-143.025	71.802	120.353	-206.920	31.159	83.802	-3.452	-1.595	33.036	-20.326	47.561	32.684	-74.836	-303.974	663.790	-121.620	-335.802	588.865	-162.763	-329.028	468.880	-305.114	-345.540	188.439	-326.251	-273.141	156.620	-213.221	-414.387	52.135	-260.879	-412.611	64.603
1031	3.43333	73.264	220.627	1701.095	64.927	52.514	1710.843	191.012	125.713	1699.906	72.383	96.768	1382.661	-24.530	79.649	1587.079	-156.376	-63.430	1294.671	-59.041	266.806	1459.318	-252.526	177.127	1346.382	-250.016	228.204	1230.617	-226.757	135.988	1211.724	-57.170	193.439	1063.679	-109.032	219.295	1014.120	14.466	254.088	999.600	105.373	-30.965	1547.222	151.333	-244.790	1414.388	263.731	-233.271	1404.603	230.453	-222.715	1301.952	483.197	-125.349	1322.958	501.649	-194.397	1287.176	569.576	-103.709	1308.489	-8.639	42.022	1050.478	-61.957	83.212	1061.562	-192.457	-71.263	1147.638	-49.335	-230.814	1137.221	-0.926	-188.342	1097.914	-10.356	19.326	631.472	-32.925	56.497	548.825	-52.625	33.862	426.438	-143.069	71.834	120.201	-207.068	31.208	83.530	-3.454	-1.612	33.042	-20.355	47.553	32.663	-74.371	-304.200	663.716	-120.973	-335.805	588.686	-161.833	-329.142	468.632	-304.036	-345.888	187.856	-324.810	-273.398	156.787	-212.610	-414.262	50.729	-260.156	-412.580	63.468
1032	3.43667	72.506	219.354	1701.774	64.209	51.470	1711.403	190.296	124.436	1700.755	72.282	95.988	1383.277	-25.324	78.830	1587.343	-156.842	-63.332	1294.328	-58.877	266.267	1459.924	-252.357	177.598	1346.083	-249.165	228.814	1230.446	-226.190	136.520	1211.559	-55.458	193.522	1064.751	-106.339	219.559	1014.041	17.024	253.904	1001.391	104.289	-32.412	1547.816	148.829	-246.261	1414.061	261.136	-235.351	1404.434	228.058	-224.156	1301.773	480.236	-126.295	1324.321	499.001	-194.900	1288.224	566.474	-104.088	1310.337	-8.383	42.037	1050.579	-61.624	83.349	1061.621	-192.766	-70.753	1147.428	-49.780	-230.744	1137.045	-1.179	-188.373	1097.874	-10.271	19.266	631.279	-32.912	56.473	548.668	-52.625	33.856	426.271	-143.139	71.872	120.018	-207.122	31.292	83.369	-3.422	-1.668	33.042	-20.283	47.495	32.668	-73.768	-304.483	663.634	-120.206	-335.837	588.541	-160.859	-329.263	468.336	-303.135	-346.096	187.434	-323.718	-273.630	156.754	-211.900	-413.794	49.450	-259.463	-412.450	62.459
1033	3.44000	71.783	218.143	1702.475	63.444	50.167	1712.065	189.544	123.176	1701.537	72.018	94.859	1383.789	-25.979	77.851	1587.666	-157.349	-63.238	1294.036	-58.730	265.706	1460.556	-252.161	178.152	1345.816	-248.295	229.491	1230.348	-225.592	137.192	1211.440	-53.752	193.657	1065.887	-104.083	219.630	1014.606	19.462	253.729	1003.132	103.740	-32.721	1549.164	146.354	-247.621	1413.611	258.473	-237.334	1404.270	225.571	-225.661	1301.525	477.212	-127.253	1325.689	496.328	-195.325	1289.290	563.376	-104.473	1312.215	-8.096	42.081	1050.673	-61.247	83.577	1061.758	-192.917	-70.383	1147.017	-50.175	-230.668	1136.837	-1.434	-188.394	1097.845	-10.194	19.262	631.103	-32.895	56.430	548.501	-52.634	33.818	426.092	-143.168	71.937	119.849	-207.184	31.471	83.183	-3.391	-1.680	33.046	-20.248	47.485	32.660	-73.123	-304.872	663.594	-119.341	-335.971	588.484	-159.868	-329.341	468.013	-302.324	-346.218	187.161	-322.831	-273.649	156.701	-211.238	-413.144	48.285	-258.651	-412.410	61.782
1034	3.44333	71.030	216.910	1703.199	62.655	48.902	1712.750	188.770	121.884	1702.327	71.860	94.006	1384.426	-26.773	76.964	1587.948	-157.864	-63.100	1293.736	-58.552	265.199	1461.137	-252.002	178.683	1345.585	-247.469	230.112	1230.234	-224.992	137.867	1211.278	-52.075	193.707	1066.978	-102.201	220.144	1015.638	21.799	253.591	1004.936	102.541	-34.338	1549.602	143.848	-249.089	1413.378	255.824	-239.298	1404.092	223.033	-227.161	1301.212	474.059	-128.170	1327.081	493.565	-195.881	1290.431	560.240	-104.889	1314.170	-7.833	42.076	1050.755	-60.784	83.871	1062.026	-193.010	-70.120	1146.673	-50.673	-230.665	1136.716	-1.717	-188.402	1097.796	-10.158	19.209	630.917	-32.873	56.408	548.343	-52.717	33.823	425.952	-143.167	71.987	119.695	-207.270	31.650	83.088	-3.419	-1.731	33.058	-20.230	47.418	32.693	-72.535	-305.306	663.591	-118.537	-336.045	588.324	-158.962	-329.416	467.701	-301.737	-346.165	187.000	-322.190	-273.632	156.718	-210.657	-412.296	47.252	-258.046	-412.205	61.295
1035	3.44667	70.262	215.639	1703.860	61.794	47.771	1713.286	187.972	120.607	1703.103	71.705	93.210	1385.098	-27.603	76.077	1588.206	-158.357	-63.061	1293.412	-58.370	264.658	1461.749	-251.893	179.098	1345.319	-246.622	230.775	1230.103	-224.516	138.414	1211.139	-50.436	193.785	1068.070	-100.296	220.582	1016.640	24.203	253.391	1006.765	101.409	-35.731	1550.238	141.271	-250.478	1412.923	253.041	-241.169	1403.841	220.510	-228.552	1300.962	470.894	-129.208	1328.419	490.731	-196.379	1291.476	557.033	-105.297	1316.090	-7.553	42.140	1050.741	-60.284	84.209	1062.323	-193.129	-69.832	1146.340	-51.195	-230.599	1136.492	-2.082	-188.458	1097.714	-10.133	19.156	630.770	-32.887	56.358	548.136	-52.831	33.786	425.789	-143.182	72.069	119.545	-207.340	31.762	82.959	-3.481	-1.741	33.092	-20.265	47.413	32.752	-71.968	-305.648	663.513	-117.769	-336.216	588.136	-158.098	-329.388	467.361	-301.342	-346.178	186.827	-321.880	-273.551	156.546	-210.216	-411.387	46.235	-257.526	-412.130	61.011
1036	3.45000	69.366	214.493	1704.717	60.865	46.375	1713.878	187.126	119.313	1703.813	71.577	92.461	1385.722	-28.446	75.174	1588.498	-158.956	-63.031	1293.029	-58.251	264.083	1462.319	-251.769	179.537	1345.061	-245.727	231.553	1230.086	-224.064	138.879	1210.923	-48.804	193.898	1069.209	-98.166	220.863	1017.316	26.586	253.284	1008.550	100.065	-37.472	1550.518	138.705	-251.984	1412.607	250.342	-243.231	1403.647	217.962	-229.923	1300.655	467.792	-129.799	1330.678	487.857	-196.979	1292.520	553.813	-105.825	1317.983	-7.320	42.146	1050.855	-59.737	84.592	1062.680	-193.378	-69.482	1146.000	-51.752	-230.579	1136.297	-2.440	-188.476	1097.631	-10.174	19.146	630.576	-32.890	56.309	547.973	-52.967	33.767	425.639	-143.210	72.094	119.367	-207.451	31.916	82.796	-3.554	-1.785	33.065	-20.326	47.429	32.739	-71.409	-306.025	663.446	-116.970	-336.327	587.885	-157.254	-329.372	466.973	-301.060	-346.107	186.560	-321.758	-273.466	156.147	-210.022	-410.467	45.327	-257.152	-412.002	60.791
1037	3.45333	68.602	213.226	1705.393	60.095	45.302	1714.388	186.357	118.083	1704.606	71.472	91.781	1386.405	-29.277	74.243	1588.788	-159.522	-62.996	1292.622	-58.140	263.506	1462.858	-251.677	179.951	1344.746	-244.934	232.151	1229.922	-223.570	139.350	1210.695	-47.155	194.156	1070.347	-96.247	221.286	1018.135	28.922	253.121	1010.316	98.962	-38.850	1551.104	136.062	-253.325	1412.031	247.500	-245.125	1403.272	215.312	-231.463	1300.356	464.595	-130.720	1332.021	484.994	-197.549	1293.446	550.568	-106.342	1319.900	-7.078	42.198	1050.894	-59.200	84.974	1062.997	-193.580	-69.150	1145.581	-52.231	-230.491	1136.066	-2.769	-188.513	1097.536	-10.133	19.053	630.378	-32.919	56.261	547.773	-53.056	33.742	425.448	-143.239	72.177	119.158	-207.542	32.061	82.572	-3.561	-1.810	33.078	-20.251	47.325	32.778	-70.762	-306.423	663.361	-116.062	-336.425	587.528	-156.375	-329.352	466.543	-300.844	-345.971	186.306	-321.851	-273.421	155.720	-210.004	-409.529	44.643	-256.846	-411.819	60.642
